dataset,split,id,gold,pred,rouge_score,argument,stance,comment,comment_length
gayRights,3,gr421,"How does homosexuality promote peace and order? Greece, Rome - all the homosexual 'hotspots' throughout history have fallen.","Rights are natural.   Rights are a human construct, and thus are unnatural.",0.069,Gay marriages are not normal/against nature.,Con,"Then I pity you.   Emotional sentiment is overrated.   Emotions are not illogical to those that have them   They matter to those who have them, but they often blind their judgment.   Rights are natural.   Rights are a human construct, and thus are unnatural.   Your Hobbesian   Hobbes? Was he the writer of Leviathon?   quickly leads to chaos and warfare.    Was the chaos and warfare of the middle ages caused by a lack of human rights? Or rather by overbearing monarchs?   Laws exist to promote peace and order.   How does homosexuality promote peace and order? Greece, Rome - all the homosexual 'hotspots' throughout history have fallen.",640
gayRights,3,gr218,"saying homosexuality is a behavior is being intentionally misleading. It's like saying shouting is ""just a behavior"" and therefore people should repress their anger at all times. It's completely impractical and utterly disconnected from reality.","Well, they  are  born gay and they  can't  change, so that's just telling them the truth. Why should their conscience be troubled? That would only make sense if they bought into all that Christian nonsense.",0.1351,Gay marriage is like any other marriage.,Pro,"To put it another way, marriages are what societies are made of just like bricks are what buildings are made of.   You could still have society without marriage. And even if that weren't true, expanding the legal definition of marriage to allow for gays would not be a radical change. More akin to changing the texture of the bricks.   doesn't sound like toleration or freedom. It sounds more like tyranny.   Was enforcing racial integration tyranny? No. There are times when tolerance is justified and times when it is not.   You assume that racial integration and gay marriage are morally equivalent.   No, I don't. But I think there are important similarities. Both skin color and sexual orientation are things that are part of ones identity. They cannot be changed. Neither makes a person inferior. Discrimination on the basis of either is logically unsound.   Please tell me how judging the color of ones skin is equivalent to judging the behavior of someone.   Again they are not the same, just similar. But saying homosexuality is a behavior is being intentionally misleading. It's like saying shouting is ""just a behavior"" and therefore people should repress their anger at all times. It's completely impractical and utterly disconnected from reality.   You wouldn't say it's a good thing?   I was referring to homosexuality, not gay marriage. Being gay is neither good nor bad, it's neutral. Gay marriage, on the other hand,  is good , because it shows acceptance of behavior for which we should be showing acceptance.   Yes, just like thieves and murderers should repress their desires for their entire lives.   Oh, wow, that's a pretty hardcore view. How is homosexuality anywhere near as bad as theft or murder? All I see is two people having sex. No harm done.   Some behaviors are detrimental to civilization and should be restrained for the greater good.   Agreed. But gay sex is not one of them.   Just ask the Roman Empire what happens when you let homosexuality be freely expressed.   Hahaha. You're a funny guy.   Telling people the are born gay and can't change kills hope for someones who's conscience is troubled.   Well, they  are  born gay and they  can't  change, so that's just telling them the truth. Why should their conscience be troubled? That would only make sense if they bought into all that Christian nonsense.   ...waving the magic wand of neutrality...   You wouldn't take seriously a pamphlet from Neo-Nazis about how Jews are inferior people would you? Do you not understand the importance of neutrality?   Homosexuality is a behavior, we don't choose our behaviors therefore you can't be free from bad behaviors.    Homosexuality is not a behavior, it's a sexual orientation. Gay sex is the behavior. We can and should repress bad behaviors, but gay sex is not a behavior bad enough to warrant repression.   you...deny the moral component in play and therefore deny the existence of a moral agent (a soul)   Morality does not come from anything supernatural. True morals are founded on logic, not on faith.",3045
gayRights,1,gr242,it is wrong to live in a perspective of not producing children when overpopulation isn't met.,"It is not wrong to get ""married."" However, in that logic and mind, it is wrong to live in a perspective of not producing children when overpopulation isn't met. It is ""naturally wrong"" to have an infertile body when you can't produce an offspring...in one sense. In stated this sense in my first argument.   When i created my first argument, the thought of marriage didn't come to mind. I understand that is weird because that word is in the title of this debate. And i find it weird. I replied supportingly, but not one hundred percent supportingly, that men and women should be attracted to each other. I comment that i supported is that of Shadowwolf when he stated that men and women should fall in love. In response, ignorantly percieved that comment as that men and women should be attracted to one another.   I provided senses in which this attraction is right and wrong.  Edit. I now believe that my comment was a little off topic. When i think of marriage, i think of children. However, if the thought of children wasn't implied by the author, my comment should be dismissed.",0.1589,Religion does not permit gay marriages.,Con,"It is not wrong to get ""married."" However, in that logic and mind, it is wrong to live in a perspective of not producing children when overpopulation isn't met. It is ""naturally wrong"" to have an infertile body when you can't produce an offspring...in one sense. In stated this sense in my first argument.   When i created my first argument, the thought of marriage didn't come to mind. I understand that is weird because that word is in the title of this debate. And i find it weird. I replied supportingly, but not one hundred percent supportingly, that men and women should be attracted to each other. I comment that i supported is that of Shadowwolf when he stated that men and women should fall in love. In response, ignorantly percieved that comment as that men and women should be attracted to one another.   I provided senses in which this attraction is right and wrong.  Edit. I now believe that my comment was a little off topic. When i think of marriage, i think of children. However, if the thought of children wasn't implied by the author, my comment should be dismissed.",1084
gayRights,3,gr482,"This is my personal law, Im not gonna be with another woman, couse my belief says its wrong.",,0.0,Religion does not permit gay marriages.,Con,"I am a christian.  I have read the bible, also where it says: Man shall not be with another man, and woman shall not be with another woman.  This is my personal law, Im not gonna be with another woman, couse my belief says its wrong.  But not everyone has the same religion as me. I think everyone has the right to believe what they want, and marry whomever they want.",368
gayRights,4,gr137,"It goes against my beliefs too, but it's not hurting anybody.",,0.0,Gay marriage is like any other marriage.,Pro,"It goes against my beliefs too, but it's not hurting anybody. Unless somebody can prove that gay marriage kills people or something, I'll remain apathetic to the cause.",168
gayRights,2,gr466,"There are bigger issues today that need attention instead of quarreling over the harmless relationship. If it seems inappropriate to you, you can stay out of it.",Being gay is legal in most of the nations,0.1111,Gay marriage is like any other marriage.,Pro,"First of all the present consequences.. Being gay is legal in most of the nations. Second... When you question their existence you insult them, N no one really likes that. Besides... There are bigger issues today that need attention instead of quarreling over the harmless relationship. If it seems inappropriate to you, you can stay out of it.",344
gayRights,4,gr358,This is an individual decision.,"If your answer includes religious reasons or personal disgust, it has no validity in the legal decision.",0.0909,Gay people should have the same rights as straight people.,Pro,Government shouldn't decide on who gets married to whom. This is an individual decision. Besides marriage has been historically an church ritual.,145
gayRights,4,gr457,"Explain one reason why I should care, as I said above, if the kid comes out okay, and is taken care of?","People come out of single parent, and single-sex, relationships just fine. I say go ahead.",0.1579,Gay parents can adopt and ensure a happy life for a baby.,Pro,"Why should I care? Explain one reason why I should care, as I said above, if the kid comes out okay, and is taken care of? People come out of single parent, and single-sex, relationships just fine. I say go ahead. I do not think I am so high and mighty that my own opinion justifies the rule of behavior for a whole section of society. I am just not that self-confident, I guess...  But, I'm getting off subject. It's not my place to care. The ""birds and the bees"" get explained just fine to boys and girls that never had the opportunity to have mothers or fathers. And I think you know it, Bill.",596
gayRights,5,gr219,Its not our job to tell people what they should and shouldn't do with their life.,"Personally, I think love is equal, whether is in the form of a man and a woman, a man with a man, or a woman with a woman.",0.0889,Gay people should have the same rights as straight people.,Pro,"Personally, I think love is equal, whether is in the form of a man and a woman, a man with a man, or a woman with a woman.  Not to be judgmental, but one Christian belief is that God loves everyone, we are all his children.   Then when you turn on the TV, you see the very same people who believe that God loves everyone start riots about the gay marriage law passed. They keep saying that being homosexual is a sin, and an abomination.   As a wise man once told me: That issue is between that person and God. Its not our job to tell people what they should and shouldn't do with their life. If that person has sinned, then let them take it up with the Lord himself.  I'm not trying to be biased about the Christian faith, just the two things seem to go hand and hand with each other.",784
gayRights,2,gr40,there is absolutely no possible way that simply being RAISED by two gay people will make someone turn gay.,"gays should have all equal rights as a straight couple does. there is NO differance, except the same sex.",0.1579,Gay parents can adopt and ensure a happy life for a baby.,Pro,"Are you for real? In what way would their life not be fair? They've still got two parents who love them, just like any other couple out there, gays should have all equal rights as a straight couple does. there is NO differance, except the same sex. And there is absolutely no possible way that simply being RAISED by two gay people will make someone turn gay... you can ""turn"" gay. its biologically programmed into you.",419
marijuana,3,ma381,"people do break the rules, and if they do they will be punished. We have laws against playing music too loud, but because people do it anyway, should we make playing music illegal?",Really the last thing we need as a country is more people doing marijuana? I can think of far worse things.,0.1481,Legalized marijuana can be controlled and regulated by the government.,Pro,"Regarding your first two points, I agree, but your point is irrelevant. Yes people do break the rules, and if they do they will be punished. We have laws against playing music too loud, but because people do it anyway, should we make playing music illegal?  Yes marijuana would be cheaper if legalized, you do not understand the way a black market works. Because the people growing, trafficking, and selling marijuana have to take huge risks, they make the price higher. Once legalized the price would lower. So your argument that there would be a blackmarket with cheaper prices is invalid.  Really the last thing we need as a country is more people doing marijuana? I can think of far worse things. Assuming that legalizing it would significantly increase use long term, which you don't have evidence for, what is the big deal? People do not end up at rehab for marijuana. It is not addictive. If they go to rehab it is because they have addictive personalities and are using it too much because of that, not because it is addicting. People with addictive personalities can need help for anything. Out of curiosity would you have slapped Steve Jobs and Steve Wozniak when they created apple while smoking marijuana. Very intelligent and successful people habitually smoke marijuana. Just because unsuccessful gravitate toward toward it, does not mean it makes you unsuccessful. As we say in statistics, correlation does not imply causation.",1442
marijuana,1,ma109,The drug use in Amsterdam is lower than it is here.,,0.0,Legalized marijuana can be controlled and regulated by the government.,Pro,"The drug use in Amsterdam is lower than it is here. Given your argument, how do you explain this?  References:  http://drugwarfacts.org/cms/?q=node/67",150
marijuana,3,ma237,Marijuana is the drugs,"It is nonsence, because Marijuana is the drugs and has ""negative health effect is the long term effect on the hippocampus which retains memory in the brain. Research has shown that excessive marijuana smoking can cause damage to the brain""",0.1818,Highly addictive.,Con,"I absolutely disagree with legalization of Marijuana!!!! It is nonsence, because Marijuana is the drugs and has ""negative health effect is the long term effect on the hippocampus which retains memory in the brain. Research has shown that excessive marijuana smoking can cause damage to the brain"" (http://futurepocket.com/2011/02/19/ why-the-government-wont-legalize- marijuana/)  Think about our children! I live in Kazakhstan, there is a suburb, the place where Marijuana grows and takes huge territory, As a result here is a lot of idiots because of constant using.",568
marijuana,2,ma227,"you said it yourself: its hurting OUR bodies, not yours.","of course marijuana shoule be legalized. come on, reality check here. more people are gettin in trouble for using, so why not make it legal. we all gonna use it anyway",0.0488,Prohibition violates human rights.,Pro,"you said it yourself: its hurting OUR bodies, not yours. (not that i do it because I'm clean)and something being 'STUPID' is not a good or reasonable OR respectable argument for anything. it's ignorant and unagreeable with reason.",230
marijuana,4,ma376,"At least pot is a natural plant and not a man made substance. Plus, since it is from nature, doesn't that say everything?",When do you ever here of fatalities on the road because of someone being high on pot?,0.0488,Not addictive.,Pro,"I think it should be legal, just like alcohol is. What's the difference anyway? At least pot is a natural plant and not a man made substance. Plus, since it is from nature, doesn't that say everything? Why did God put it here anyway? When do you ever here of fatalities on the road because of someone being high on pot? I think alcohol should be illegal if ANYTHING!",366
marijuana,3,ma345,"Lol dude one of my good friends smokes pot everyday and has been for a year, he is currently the valedictorian of our high school... He also goes to work everyday while high as does exactly the same as everyone else!?!",,0.0,Used as a medicine for its positive effects.,Pro,"Lol dude one of my good friends smokes pot everyday and has been for a year, he is currently the valedictorian of our high school... He also goes to work everyday while high as does exactly the same as everyone else!?!? Do you still think pot makes you stupid?",260
marijuana,3,ma427,The best way I can put it is that it relaxes you enough for you to notice the world around you. It slows the momentum of life so that you are more aware of your environment.,"if it was wrong, they would not give it to you at the HOSPITAL... and it has not ever effected anyone I've known in a negative way. after you have tried it, then say something about it.",0.1622,Used as a medicine for its positive effects.,Pro,"I think the biggest reason that marijuana is illegal is a cultural one. If you've never smoked it, it's hard to describe how it makes you feel. The best way I can put it is that it relaxes you enough for you to notice the world around you. It slows the momentum of life so that you are more aware of your environment. This leads me to my next part. It's going to require a leap, so follow me. The only function of our government is to maintain a robust economy. Most everything can be understood under this one assumption. The main goal of our government is to keep us preoccupied, to keep us serving the economy by producing and consuming. Our government is a client of corporations. It's another tool that large businesses use to reach their goals. They invest in government like they invest in a business venture, with the expectation that it will make them more money.   A requirement of this ever churning, ever expanding economy is the passivity of its participants' inquiries and the maintenance of their blind actions. This brings me to my conclusion. When you smoke marijuana, you start to think more about the requirements of your brain and your mind (What do I truly NEED?) You start to ask questions like, ""Do I really need that many THINGS?"", ""Is it natural to be obligated to a flourescently lit office building for 40 hrs every week of your life to basically move paper from one place to another, to be treated like a child whose time is monitored, and reprimanded by a ""boss""?"" ""Do I get meaning from my life or am I just a cog in the wheel of this economy, eg. is it essential for the universe to contain operating services clerical specialists?"" ""Why can't I grow a plant in my backyard, but I can be on numerous synthetic prescription medications?""  There are other reasons that marijuana should be legal or at least decriminalized, but I believe this is the biggest obstacle: We might actually wake up and analyze what our lives are, what consequences our behaviors have on ourselves, our neighbors, and the rest of the world. We might stop consuming.",2071
marijuana,1,ma148,The National Institute on Drug Abuse (NIDA) alcohol drinks has bigger danger for health than marijuana.,Marijuana is not physically addictive.,0.0952,Not addictive.,Pro,"I a little bit disagree with you, because as I think everything in this world can compare with something, I mean that any thing in comparison with others can be better or worse, and it always will be, so I want to say in comparison with tabacoo marijuana is more harmful, but accordinh to the same The National Institute on Drug Abuse (NIDA) alcohol drinks has bigger danger for health than marijuana.",401
marijuana,4,ma410,"Not to mention, were marijuana legal, it's estimated that the U.S. would save around $11 billion a year (I'm not sure if the money we would save by not arresting otherwise harmless marijuana users factors into this, but it's still quite a bit of money).","Instead of wasting money monitoring and prosecuting offenders, let's turn that frown upside down! I'm a supporter of legalizing marijuana and allowing for regulation and taxation of the industry. You'd think Frito-lay would be all over this.",0.1556,Legalized marijuana can be controlled and regulated by the government.,Pro,"Marijuana is  much  less harmful than alcohol and tobacco. Studies have shown that marijuana increases concentration and creativity, probably because it stimulates both sides of the brain. Not to mention, were marijuana legal, it's estimated that the U.S. would save around $11 billion a year (I'm not sure if the money we would save by not arresting otherwise harmless marijuana users factors into this, but it's still quite a bit of money). It would create more job necessity and availability. And I've never heard of using marijuana making anyone aggressive, so they couldn't use that as an excuse for demonizing it. :)",622
marijuana,5,ma171,"I'm fine if you use marijuana because your doctor prescribes it to you, however most of the time, that is not the case and Marijuana is abused by many teens and young adults.","In reality, Marijuana is just as bad as tobacco and alcohol, however, Marijuana is proven to be a gateway drug into crack cocaine, heroin, opium, etc. It is also proven that the typical marijuana user smokes until high, not until relaxed. When a person is high, he or she is not fully functional. Most daily alcohol drinkers do not drink to get drunk, they drink until they're relaxed, that is one reason alcohol is legal. Marijuana is unfiltered and will cause lung damage as well as tobacco, however tobacco does not affect how you function while marijuana does (as previously stated). Marijuana also has proven to take a permanent toll on the adolescent brain. It has proven poorer performance on thinking tasks, slower motor skill speed, poor attention span, poor verbal memory, and planning ability. Even with 3 weeks of abstinence of Marijuana, attention span is permanently affected but motor skills, planning ability, and thinking tasks have slightly increased but are still affected. With Marijuana use, the brain is working harder than it should causing stress, shorter life span, and a weaker body in the long run. Though Marijuana has proven to help slow down medical issues, it still only slows down, does not cure the medical issue. Same goes with prescription medicine. Most of them only slow down your issue, not get rid of it. The reason prescription medicines are legal is because your doctor needs to allow you to take it. I'm fine if you use marijuana because your doctor prescribes it to you, however most of the time, that is not the case and Marijuana is abused by many teens and young adults. There is a reason the future of America (and the world) is going downhill. The increased Marijuana use in high school and middle schoolers is one of the main reasons.",0.1988,Causes crime.,Con,"In reality, Marijuana is just as bad as tobacco and alcohol, however, Marijuana is proven to be a gateway drug into crack cocaine, heroin, opium, etc. It is also proven that the typical marijuana user smokes until high, not until relaxed. When a person is high, he or she is not fully functional. Most daily alcohol drinkers do not drink to get drunk, they drink until they're relaxed, that is one reason alcohol is legal. Marijuana is unfiltered and will cause lung damage as well as tobacco, however tobacco does not affect how you function while marijuana does (as previously stated). Marijuana also has proven to take a permanent toll on the adolescent brain. It has proven poorer performance on thinking tasks, slower motor skill speed, poor attention span, poor verbal memory, and planning ability. Even with 3 weeks of abstinence of Marijuana, attention span is permanently affected but motor skills, planning ability, and thinking tasks have slightly increased but are still affected. With Marijuana use, the brain is working harder than it should causing stress, shorter life span, and a weaker body in the long run. Though Marijuana has proven to help slow down medical issues, it still only slows down, does not cure the medical issue. Same goes with prescription medicine. Most of them only slow down your issue, not get rid of it. The reason prescription medicines are legal is because your doctor needs to allow you to take it. I'm fine if you use marijuana because your doctor prescribes it to you, however most of the time, that is not the case and Marijuana is abused by many teens and young adults. There is a reason the future of America (and the world) is going downhill. The increased Marijuana use in high school and middle schoolers is one of the main reasons.",1783
obama,5,oba37,"It is also through President Obama and his supporters that the health care bill, legislation to curb green house gases and improve the environment passes, preventing a second great depression by saving three large car manufacturers from going out of business and which would have possibly leave hundreds or thousands without jobs, and also passed the largest economic stimulus bill, bringing the war in Iraq to an end, thus saving the economy a lot of money and innocent lives from being taken, nuclear non-proliferation movement, repairing our image abroad, reversed George Bush's ban on federal funding to foreign organizations that allows abortion, lifted Bush's ban on embryonic stem cell research, implementation of education system reform, tobacco regulation, financial industry reformation, appointing two Supreme Court Justices.",bringing the war in Iraq to an end,0.1176,Better than the republican candidates.,Pro,"I strongly believe that Obama should be given a second term. Since Obama has been in power, he has been trying his best to make certain achievements. We all know, that in the state that our ecomony is, it will not take weeks or months but possibly years to fix or embetter and for this reason, we should give him another chance since his leadership has cultivated many presidential achievements. We tend to blame him for not trying his best to embetter the economy but what we are failing to understand is the fact that this is his first term in office and the economy is not something you can fix in a second, it is a critical aspect that requires careful thought, planning, analysis and actions which can take several years. It is also through President Obama and his supporters that the health care bill, legislation to curb green house gases and improve the environment passes, preventing a second great depression by saving three large car manufacturers from going out of business and which would have possibly leave hundreds or thousands without jobs, and also passed the largest economic stimulus bill, bringing the war in Iraq to an end, thus saving the economy a lot of money and innocent lives from being taken, nuclear non-proliferation movement, repairing our image abroad, reversed George Bush's ban on federal funding to foreign organizations that allows abortion, lifted Bush's ban on embryonic stem cell research, implementation of education system reform, tobacco regulation, financial industry reformation, appointing two Supreme Court Justices. These are the presidential accomplishments achieved by Obama and these are proof that the president is determined to fullfill his promoses he had first made to the nation. Now, it is our turn to give him the chance he need to do so and give him some more time.",1824
obama,1,oba412,"The point is that under 3 years he has  created new spending, and he will continue to increase the debt with little mind to how this is a problem",Romney is a slightly less big government hungry version of Obama.,0.1,Destroyed our economy.,Con,"I should have been more specific .  The point is that under 3 years he has  created new spending, and he will continue to increase the debt with little mind to how this is a problem   The first article is not false (even though your link claims it is) and the second article explains why.   If you're looking for someone who will actually cut spending and the debt, look to Gary Johnson, the Libertarian candidate.  Otherwise, Romney is a slightly less big government hungry version of Obama.",492
obama,4,oba182,If unemployment is still above 9% in two years there may be someone who can beat him. That likely is not going to happen though.,I agree because Obama has done a change to the United States of America an he should get his second term. He's changed many thing and trying to sort other promblems nobody thinks about.,0.0333,Created more jobs.,Pro,"Ron Paul could never win North of Tennessee in any political capacity.  His ideas are too simple.   Not that I don't like some of what he does, however, some of his ideas, simple as they are (flat tax) simply do not work in the real world, and most understand they are not doable.  No one has a chance if elections were today. Even at his least popular he's been more popular than either politcal party, and more popular than any potential candidate.   If unemployment is still above 9% in two years there may be someone who can beat him. That likely is not going to happen though.",581
